_id,creator,image,inventoryspace,productcategory,productdescription,productname,productprice,productquantity,shippingmethod,status,totalinventoryspace
646b848e10e18973d66f7b4c,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/ff235753-0ee4-403a-bb7c-393277ef37d2_1.1c0d1d3c285638fb6722093656e5aa8e.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Pets,"Reflective rope leash with stylish loop handle features strong and stylish plastic handle loop for comfort on the hand grip. Designed with our patented rope clip that is outstanding in design. There are reflective stitching throughout the rope that reflects the light for extra safety in darkness. Fitted with black polished, zinc alloy durable metal 360 swivel hook. Easy to snap on any dog collar or harness. Solid and vibrant colors are easy to see at all times. Our reflective rope dog leashes are a popular length 6'(180cm), and a good choice for walking most dogs. This leash works well for basic obedience training of puppies, and young dogs. Shorter traffic or control leads are also available. Features Reflective rope leash with stylish loop Heavy Duty polyester Rope webbing Multi-layer braided for higher tensile strength Reflective threads for safety &amp; visibility at night&lt;/ |Reflective rope leash with stylish loop handle features strong and stylish plastic handle loop for comfort on the hand grip. Designed with our patented rope clip that is outstanding in design. There are reflective stitching throughout the rope that reflects the light for extra safety in darkness. Fitted with black polished, zinc alloy durable metal 360 swivel hook. Easy to snap on any dog collar or harness. Solid and vibrant colors are easy to see at all times. Our reflective rope dog leashes are a popular length 6'(180cm), and a good choice for walking most dogs. This leash works well for basic obedience training of puppies, and young dogs. Shorter traffic or control leads are also available. Features Reflective rope leash with stylish loop Heavy Duty polyester Rope webbing Multi-layer braided for higher tensile strength Reflective threads for safety &amp; visibility at night Easy to click on and take off Durable plastic rope clip to ensure the quality and easy grip Vibrant colors are easy to see at any times Specifications Color: Blue Nylon Harness: DCSN202 Nylon Collars: DCSN002, DCS006 Length: 5/8&quot; x 72&quot; (13mm x 180cm) - SKU: DCPTL584",Doco DCROPE2072-02L Reflective Rope Leash with Stylish Loop&#44; Blue - Large,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b4d,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/47fb3683-9034-4b7e-a596-7d2c4631d649_1.03c3f0a303f11c8ba2e4bac5a0fe04bc.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Pets,Mirage 500-070 TCLGXL Koi Fish Puppy Holdem Sling Tan w/Cheetah Lg/XL|Koi Fish Puppy Holdem Sling Tan w/Cheetah Lg/XL,Mirage 500-070 TCLGXL Koi Fish Puppy Holdem Sling Tan w/Cheetah Lg/XL,72,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b4e,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/3545a2b8-ab1a-4ff3-a6af-50a99635e0eb_1.e7db0273ebc072d527520cdf8f4bd5ca.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Pets,"mirage pet products feliz navidad screen print pet hoodies, medium, purple|We are a small, family-owned American workshop/factory that produces nearly 100,000 original products - fun pet apparel, strong dog and cat collars, cute pet toys, and more for everyone's favorite family members. Features Feliz Navidad Screen Print Pet Hoodies A poly/cotton sleeved hoodie for cold weather days, double stitched in all the right places for comfort and durability! Specifications Color: Purple Size: Medium - 12 - SKU: MRPP57769",mirage 62-25-04 mdpr feliz navidad screen print pet hoodie purple m,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b4f,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/b7172ff0-a785-47c7-a986-f9f074d9f256.43bbe9d4e0690dc133e258de800b7a1b.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Pets,"The Cool-Air Cot from Gen7Pets combines portable convenience, outdoor durability and pet-friendly comfort. It is ideal for raising your pet off muddy, bug infested, hot or wet surfaces. The Smart Air-Flow mesh provides cool air comfort and prevents pooling water after it rains which reduces the potential for itchy hotspots on pet's fur. The curved, raised back provides support and is ideal for dogs and cats that like to curl up for a nap. Quick snap-together design for storage and travel and has durable double stiching for extra strength. The powder-coated steel frame will not rust which allows the all-weather cot to be left outdoors.| Large Cool-Air Cot: The Cool-Air Cot from Gen7Pets combines portable convenience, outdoor durability, and pet-friendly comfort It is ideal for raising your pet off muddy, bug infested, hot, or wet surfaces The Smart Air-Flow mesh provides cool air comfort and prevents pooling water after it rains which reducest he potential for itchy hotspots on pet's fur The curved, raised back provides support and is ideal for dogs and cats that like to curl up for a nap Quick snap-together design for storage and travel and has durable double stiching for extra strength The powder-coated steel frame will not rust which allows the all weather cot to be left outdoors ","Gen7Pets Cool-Air Cot Pet Bed, Large, Trailblazer Blue",87,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b50,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/9c2e1fc4-cfa8-4d66-9f28-75f36162ff7d.f97ae22a2ef3138d0e1eec589139bc90.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Pets, Posh pups will love the feel of this Solid Dog Polo in Ultra Violet! Embroidered logo on collar Button at neck for added room High cut stay dry belly 100% cotton Why We Love It: TheSolid Dog Polo by Doggie Design are a lightweight standard polo with logo on collar. Two functioning buttons for added room with tailored sleeves and high cut stay dry belly. Made of 100% cotton. Sure to be a favorite in your closet of pup cloths. Check out the other solid colors and striped designs sold separately. Sizing Information: X-Small: Chest 11&quot; Neck 9&quot;Small:Chest 13&quot; Neck 12&quot;Medium:Chest 16&quot; Neck 13&quot;Large:Chest 21&quot; Neck 16&quot;X-Large:Chest 23&quot; Neck 19&quot;XX-Large:Chest 28&quot; Neck 20&quot;3X-Large:Chest 32&quot; Neck 24&quot; |Posh pups will love the feel of this Solid Dog Polo in Ultra Violet! The Solid Dog Polo by Doggie Design are a lightweight standard polo with logo on collar. Two functioning buttons for added room with tailored sleeves and high cut stay dry belly. Made of 100% cotton. Sure to be a favorite in your closet of pup cloths. Features Solid Dog Polo Embroidered logo on collar Button at neck for added room High cut stay dry belly 100% cotton Specifications Color: Ultra Violet Size: 3XL Chest Size: 32&quot; Neck Size: 24&quot; - SKU: PTRTL27294,Solid Dog Polo by Doggie Design - Ultra Violet - 3X-Large,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b51,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/97c120f7-6a57-4743-902f-3f40c047e46f_1.d2883b60f668ca61139be2e117ee5c4a.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Pets,Plain Nylon Dog Collar XS Purple|Made in the USA. High qualtiy webbing made to military standards with heavy duty hardware.,Plain Nylon Dog Collar XS Purple,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b52,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/c33af9b4-d6cd-4fe5-984b-88dc43fcc91e_1.160245b64a6f071b5e509c1219095e14.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Pets,"Puffy air mesh step-in harness features lightweight and durable high quality air mesh that provides a comfort fit, total control and style between your dog's chest. Ultra comfort designs using smoother webbing for the comfort of your buddy. Easy on and easy off, durable side release plastic buckle with adjustable tri-glide for custom fits. Heavy-duty stitching for lasting quality and fully welded metal d-o-ring for higher tensile pull force. Solid and vibrant colors are easy to see. Air mesh is breathable and light weight, keep your pet cool and ventilated and super soft and comfortable on dog's skin and fur. All of harnesses are designed to reduce stress, allowing weight to be distributed evenly through the chest and shoulders when your buddy during walks. Features Puffy air mesh step-in harness leash 100% high quality nylon Hi-Density quality air mesh fabric |Puffy air mesh step-in harness features lightweight and durable high quality air mesh that provides a comfort fit, total control and style between your dog's chest. Ultra comfort designs using smoother webbing for the comfort of your buddy. Easy on and easy off, durable side release plastic buckle with adjustable tri-glide for custom fits. Heavy-duty stitching for lasting quality and fully welded metal d-o-ring for higher tensile pull force. Solid and vibrant colors are easy to see. Air mesh is breathable and light weight, keep your pet cool and ventilated and super soft and comfortable on dog's skin and fur. All of harnesses are designed to reduce stress, allowing weight to be distributed evenly through the chest and shoulders when your buddy during walks. Features Puffy air mesh step-in harness leash 100% high quality nylon Hi-Density quality air mesh fabric Breathable air mesh for comfort and soft feel on dog's skin Dual Layered for higher tensile strength with strong back webbing Heavy duty metal accessories Durable plastic buckle on the top for easy on and easy off Puffy padded feel for dog's comfort Vibrant colors are easy to see at any time of the day Specifications Color: Rasperry Pink Puff Mesh Leash: DCA1150, DCA1160, DCA1348 Extra Small: .375 x 13-17&quot; Small: .625 x 18-25&quot; Medium: .75 x 21-30&quot; Large: 1 x 26-39&quot; Extra Large: 1.5 x 30-46&quot; - SKU: DCPTL207",Doco DCA201-18XL Puffy Air Mesh Step-In Harness Leash&#44; Raspberry Pink - Extra Large,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b53,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/f5a02d48-030d-447c-8bb6-6fb0eb689f44.0f68ddfa101c10ff53883471d348e3a1.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Pets,"Kaytee Squirrel and Critter Blend is a mix of quality grains and seeds designed to attract squirrels, chipmunks and other backyard critters and provides an alternative to help keep them satisfied and away from bird feeders. SKU:ADIB0002DKB3G|Kaytee&reg; Squirrel and Critter Blend is a mix of quality grains and seeds designed to attract squirrels, chipmunks and other backyard critters and provides an alternative to help keep them satisfied and away from bird feeders.20 lbsContains healthful corn, seeds and nutsDesigned to attract squirrels, chipmunks and other backyard crittersProvides an alternative to help keep them satisfied and away from bird feeders.Poly barrier bag.Feeding InstructionsKeep feeders filled with fresh food.Discard old food before refilling and clean feeders regularly to minimize mold and bacteria.This product is only intended for feeding wild birds.Guaranteed AnalysisCrude Protein (min.) 8.0%Crude Fat (min.) 10.0%Crude Fiber (max.) 9.0%Moisture (max.) 12.0%IngredientsCorn, Oil Sunflower, Whole Peanuts, Striped Sunflower, Artificial Apple Flavor.Storage InstructionsReseal package and store in a cool dry place, preferably in a sealed container. This will protect against insect infestation that can naturally occur with any whole grain seed product.","Kaytee Squirrel and Critter Blend, 20-Pound",57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b54,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/748b8782-fd81-49db-b634-504f53afe58c_1.99cc20e9b3b74634c8e96c2e88c203dd.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Pets,"Kaytee Forti-Diet Pro Health 100502100 Seed-Based Blend Parakeet Bird Food, 5 lb|KAYTEE Forti-Diet Pro Health is a Seed-Based Blend of Fresh, Palatable Seeds, Grains and Fortified Supplements that provides the essential nutrients your pet needs for a long, healthy life. With DHA OMEGA-3 - Supports Heart, Brain &amp; Visual Functions Rich in Natural Antioxidants - For general health and immune support Probiotics &amp; Prebiotics -Natural ingredients that aid in digestive health Naturally Preserved - For ideal freshness Enhances feathers and coloring. Features: Conversion instructions: When introducing a new food, begin with a mixture of &quot;old and new&quot; food. Gradually increase the amount of new food over a 7 to 10 day period. For best results, discard any uneaten portion and clean food dish before next feeding. Fresh water should be available at all times. The following feeding amounts can be used as a starting point for one bird. Adjust the portions to maintain proper weight and if additional birds are fed ","Kaytee Forti-Diet Pro Health 100502100 Seed-Based Blend Parakeet Bird Food, 5 lb",57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b55,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/49386a9e-6718-420e-9f27-65c68fca05c5_1.be17158137cd0b47a5d7d5d4de50e239.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Pets,Peppermint Widget Genuine Leather Dog Collar Red 10Product Summary : New!/Christmas 2017/Holiday Collars/Peppermint Widget Leather Dog Collars@Christmas/Christmas Dog Collars/Peppermint Widget Leather Dog Collars@Collars and Leashes/Widget Collar Collection/Peppermint Widget Leather Dog Collars|Peppermint Widget Genuine Leather Dog Collar Red 10 Product Summary : New!/Christmas 2017/Holiday Collars/Peppermint Widget Leather Dog Collars@Christmas/Christmas Dog Collars/Peppermint Widget Leather Dog Collars@Collars and Leashes/Widget Collar Collection/Peppermint Widget Leather Dog Collars,Peppermint Widget Genuine Leather Dog Collar Red 10,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b56,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/7f02d249-5d2e-4cb4-ae00-32d4fdeefbb2_1.440c4f34a89e6dccd49d3e6667593332.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Pets,|Bone Shaped American Flag Screen Print Shirts White XXL (18) Product Summary : Dog Shirts/Screen Print Shirts/Bone Shaped American Flag Screen Print Shirts- SKU: ZX9MR51-08-XXLWT,Bone Shaped American Flag Screen Print Shirts White XXL - 18,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b57,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/ab534cc8-3562-4320-84e6-a38998de1934_1.2e51dbd31e6023a8439bc9fe51913b6a.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Pets,"Mirage Pet Products 20-Inch Adopt Me Rhinestone Print Shirt for Pets, 3X-Larg...|Adopt Me Rhinestone Shirt Brown XXXL (20)",Adopt Me Rhinestone Shirt Brown XXXL (20),57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b58,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/6e6bcfa7-e51b-48c2-bb9c-a52e9ef3888e_1.99cd5dbc1058f93c25b02447560f44ff.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Pets,Mirage 622-27 XS-RD Candy Cane Princess Knit Pet Sweater XS Red|Candy Cane Princess Knit Pet Sweater XS Red,Mirage 622-27 XS-RD Candy Cane Princess Knit Pet Sweater XS Red,57,20,ahmedpandit48@gmail.com,active,100
646b848e10e18973d66f7b59,ahmedpandit24@gmail.com,https://i5.walmartimages.com/asr/15a4e0a6-e1e7-4c85-8f01-be336ac40620_1.061c0d736ea04fdb2c23cd9584bb07cd.jpeg?odnHeight=612&odnWidth=612&odnBg=FFFFFF,5,Pets,"DetailsOriginal Mane 'n Tail ShampooExclusive original formula containing high lathering, cleansing agents fortified with moisturizers and emollients.Our micro-enriched protein formula provides down to the skin cleansing action and conditioning, leaving the hair soft and shiny.Made and distributed in the USA.DirectionsHuman Use:The amount used will vary depending on the volume and length of hair.Apply the original Mane 'n Tail Shampoo.Work through hair with fingertips, rinse thoroughly and follow with an application of conditioner.For animal Use:Pre-wet the coat with clear water to remove excessive, loose dirt.Add a liberal amount of Mane 'n Tail Shampoo into a bucket of water.Apply shampoo solution with a sponge and massage until a rich lather appears.Allow lather to remain on the hair for several minutes.Rinse until water runs clear.Towel dry.For Best Results:After shampooing, an application of conditioner is recommended.Keep out of eyes and mucous membranes.Keep product from freezing.|Mane 'n Tail and Body Shampoo, 32 Ounce (Pack of 3)","Mane 'n Tail and Body Shampoo, 32 Ounce (Pack of 3)",57,20,ahmedpandit48@gmail.com,active,100
